"system","user","assistant","language","topic","level","domain"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Rentabilidad?","Es la ganancia que obtienes de una inversión, comparada con lo que invertiste inicialmente. Se suele expresar en porcentaje. Ejemplo: si inviertes 100 y al final tienes 110, la rentabilidad fue del 10%. En finanzas personales, mirar la rentabilidad te ayuda a comparar distintas opciones de inversión, siempre tomando en cuenta también el riesgo, el plazo y la liquidez. No siempre lo que promete mayor rentabilidad es lo mejor para ti.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Profitability?","It is the profit you get from an investment, compared to what you initially invested. It is usually expressed as a percentage. Example: if you invest 100 and in the end you have 110, the return was 10%. In personal finance, looking at profitability helps you compare different investment options, always taking into account risk, term, and liquidity. What promises greater profitability is not always the best for you.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Riesgo Financiero?","Es la posibilidad de que las cosas no salgan como esperabas con tu dinero. Por ejemplo: que una inversión pierda valor, que suban las tasas de interés de tu deuda, que pierdas tu empleo, etc. Toda decisión financiera tiene algún riesgo. La idea no es evitarlo al 100%, sino conocerlo, medirlo y manejarlo con estrategias como diversificación, fondo de emergencia y no endeudarte en exceso.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Financial Risk?","It's the possibility that things won't go as you expected with your money. For example: an investment losing value, interest rates on your debt rising, losing your job, etc. Every financial decision has some risk. The idea is not to avoid it 100%, but to know it, measure it and manage it with strategies such as diversification, emergency fund and not to get into excessive debt.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Seguros?","Son contratos en los que pagas una prima (mensual, trimestral, anual) para que una aseguradora te proteja económicamente ante ciertos riesgos: enfermedades, accidentes, daños a tu casa o carro, fallecimiento del sostén de la familia, etc. En finanzas personales, los seguros funcionan como una forma de protección del patrimonio y de tu familia, porque un problema grande puede costar muchísimo dinero. No todos los seguros son necesarios para todos, pero sí es importante analizar cuáles te convienen según tu situación.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finance, what is Insurance?","These are contracts in which you pay a premium (monthly, quarterly, annual) so that an insurer can protect you financially against certain risks: illness, accidents, damage to your home or car, death of the breadwinner, etc. In personal finance, insurance works as a form of protection for your assets and your family, because a big problem can cost a lot of money. Not all insurance is necessary for everyone, but it is important to analyze which ones are best for you according to your situation.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Tolerancia al Riesgo?","Es el nivel de riesgo que tú puedes y estás dispuesto a aceptar sin sentirte demasiado incómodo o en peligro. Depende de tu edad, ingresos, estabilidad laboral, personalidad, responsabilidades familiares, conocimientos, etc. Una persona joven sin dependientes suele tener mayor tolerancia al riesgo que alguien con hijos y muchas obligaciones. En inversiones, la tolerancia al riesgo ayuda a decidir qué tipo de productos te convienen: más seguros (pero con menor rentabilidad esperada) o más arriesgados (con posibilidad de ganar más, pero también de perder).","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Risk Tolerance?","It's the level of risk that you are able and willing to accept without feeling too uncomfortable or in danger. It depends on your age, income, job stability, personality, family responsibilities, knowledge, etc. A young person without dependents usually has a higher tolerance for risk than someone with children and many obligations. In investments, risk tolerance helps you decide what type of products are best for you: safer (but with a lower expected return) or riskier (with the possibility of earning more, but also of losing).","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Activos?","Son todos los bienes, derechos o inversiones que posee una persona y que tienen valor económico o pueden generar ingresos en el futuro. Ejemplos: dinero en efectivo, cuentas bancarias, inversiones, una casa, un negocio o un automóvil. En términos simples, los activos son lo que tienes y que puede aumentar tu riqueza. Algunos activos generan ingresos (como una propiedad en renta) y otros conservan valor (como el ahorro).","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Assets?","They are all the assets, rights or investments that a person owns and that have economic value or can generate income in the future. Examples: cash, bank accounts, investments, a house, a business, or a car. In simple terms, assets are what you have that can increase your wealth. Some assets generate income (such as a rental property) and others retain value (such as savings).","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Ahorro?","Es la parte del ingreso que no se gasta y se reserva para el futuro. El ahorro permite enfrentar imprevistos, cumplir metas y generar estabilidad financiera. No es simplemente “guardar dinero”, sino hacerlo de manera planificada y constante para objetivos específicos, como emergencias, estudios o la compra de una vivienda.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finance, what is Savings?","It is the part of the income that is not spent and is reserved for the future. Saving allows you to face unforeseen events, meet goals and generate financial stability. It is not simply ""saving money"", but doing it in a planned and constant way for specific objectives, such as emergencies, studies or the purchase of a home.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Apalancamiento?","Es el uso de dinero prestado (deuda) para invertir o adquirir un activo con la expectativa de obtener una ganancia mayor que el costo del préstamo. Puede ayudar a crecer más rápido, pero también aumenta el riesgo. Por ejemplo, comprar una propiedad con crédito esperando que aumente su valor. Si el rendimiento es mayor que los intereses pagados, el apalancamiento es favorable.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Leverage?","It is the use of borrowed money (debt) to invest or acquire an asset with the expectation of obtaining a profit greater than the cost of the loan. It can help you grow faster, but it also increases your risk. For example, buying a property on credit expecting its value to increase. If the yield is higher than the interest paid, the leverage is favorable.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Costo de Oportunidad?","Es el valor de la mejor alternativa que se deja de elegir cuando tomas una decisión financiera. Cada vez que gastas o inviertes dinero, renuncias a otra posible opción. Por ejemplo, si compras un teléfono nuevo, el costo de oportunidad podría ser no invertir ese dinero o no usarlo para un curso.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Opportunity Cost?","It is the value of the best alternative that is not chosen when you make a financial decision. Every time you spend or invest money, you give up another possible option. For example, if you buy a new phone, the opportunity cost might be not investing that money or not using it for a course.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Deuda (incluye Deuda Buena y Deuda Mala)?","Es el dinero que se debe a terceros y que debe pagarse con intereses. Deuda buena es aquella que se usa para adquirir algo que puede aumentar de valor o generar ingresos (educación, negocio, vivienda). Deuda mala es la que se utiliza para consumo que no genera valor y suele tener intereses altos (tarjetas de crédito para gastos innecesarios). La clave es que la deuda no comprometa tu estabilidad financiera.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Debt (includes Good Debt and Bad Debt)?","It is the money that is owed to third parties and that must be paid with interest. Good debt is debt that is used to acquire something that can increase in value or generate income (education, business, housing). Bad debt is that which is used for consumption that does not generate value and usually has high interest rates (credit cards for unnecessary expenses). The key is that debt does not compromise your financial stability.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Diversificación?","Es una estrategia que consiste en distribuir el dinero en diferentes tipos de inversiones para reducir el riesgo. La idea es no “poner todos los huevos en la misma canasta”. Si una inversión pierde valor, otras pueden compensar esa pérdida.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Diversification?","It is a strategy that consists of distributing money in different types of investments to reduce risk. The idea is not to ""put all your eggs in one basket"". If one investment loses value, others can make up for that loss.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Educación Financiera?","Es el conjunto de conocimientos y habilidades que permiten tomar decisiones informadas sobre dinero: ahorrar, invertir, manejar deudas, planificar metas y proteger el patrimonio. Una buena educación financiera ayuda a evitar errores comunes y a construir estabilidad económica.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finance, what is Financial Education?","It is the set of knowledge and skills that allow you to make informed decisions about money: saving, investing, managing debt, planning goals and protecting wealth. Good financial education helps avoid common mistakes and build economic stability.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Flujo de Caja (Cash Flow)?","Es el movimiento de dinero que entra y sale en un período determinado. Si tus ingresos son mayores que tus gastos, tienes flujo de caja positivo. Si gastas más de lo que ganas, el flujo es negativo. Controlar el flujo de caja es esencial para mantener estabilidad financiera.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Cash Flow?","It is the movement of money that enters and leaves in a given period. If your income is greater than your expenses, you have positive cash flow. If you spend more than you earn, the flow is negative. Controlling cash flow is essential to maintaining financial stability.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Fondo de Emergencia?","Es una reserva de dinero destinada exclusivamente a cubrir imprevistos como pérdida de empleo, enfermedad o reparaciones urgentes. Generalmente se recomienda que cubra entre 3 y 6 meses de gastos básicos.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finances, what is the Emergency Fund?","It is a reserve of money intended exclusively to cover unforeseen events such as loss of employment, illness or urgent repairs. It is generally recommended that you cover between 3 and 6 months of basic expenses.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Gastos (Fijos y Variables)?","Gastos fijos son aquellos que se mantienen constantes cada mes (renta, servicios, seguros). Gastos variables cambian según el consumo o estilo de vida (entretenimiento, comidas fuera, compras). Identificarlos permite elaborar un presupuesto efectivo.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Expenses (Fixed and Variable)?","Fixed expenses are those that remain constant each month (rent, utilities, insurance). Variable expenses change according to consumption or lifestyle (entertainment, eating out, shopping). Identifying them allows you to draw up an effective budget.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Impuestos?","Son pagos obligatorios al gobierno sobre ingresos, consumo o propiedades. Forman parte del gasto financiero y deben considerarse en la planificación, ya que afectan el ingreso disponible.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finance, what is Taxes?","They are mandatory payments to the government on income, consumption, or property. They are part of the financial expense and should be considered in planning, as they affect disposable income.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Inflación?","Es el aumento generalizado de los precios con el tiempo, lo que reduce el poder adquisitivo del dinero. Si tus ingresos no crecen al ritmo de la inflación, puedes perder capacidad de compra.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Inflation?","It is the generalized increase in prices over time, which reduces the purchasing power of money. If your income does not grow at the rate of inflation, you may lose purchasing power.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Ingresos?","Es el dinero que una persona recibe por su trabajo, negocios, inversiones u otras fuentes. Pueden ser activos (requieren tu trabajo) o pasivos (no requieren presencia constante, como rentas o dividendos).","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Income?","It is the money that a person receives for their work, business, investments, or other sources. They can be active (they require your work) or passive (they do not require constant presence, such as rents or dividends).","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Interés (Simple y Compuesto)?","El interés simple se calcula solo sobre el capital inicial. El interés compuesto se calcula sobre el capital inicial más los intereses acumulados, lo que genera crecimiento acelerado en el tiempo. El interés compuesto es clave en inversiones a largo plazo.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Interest (Simple and Compound)?","Simple interest is calculated only on the initial capital. Compound interest is calculated on the initial principal plus the accrued interest, which generates accelerated growth over time. Compound interest is key in long-term investments.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Inversión?","Es el uso del dinero para adquirir activos con la expectativa de obtener un rendimiento o ganancia futura. Implica asumir cierto nivel de riesgo con la intención de aumentar el patrimonio.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finance, what is Investment?","It is the use of money to acquire assets with the expectation of obtaining a future return or profit. It involves taking on a certain level of risk with the intention of increasing wealth.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Libertad Financiera?","Es la situación en la que una persona puede cubrir sus gastos y mantener su estilo de vida sin depender exclusivamente de un salario activo, generalmente gracias a ingresos pasivos o patrimonio acumulado.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finance, what is Financial Freedom?","It is the situation in which a person can cover their expenses and maintain their lifestyle without relying exclusively on an active salary, usually thanks to passive income or accumulated wealth.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Liquidez?","Es la facilidad con la que un activo puede convertirse en efectivo sin perder valor significativo. El efectivo es el activo más líquido; una propiedad inmobiliaria es menos líquida porque toma tiempo venderla.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Liquidity?","It is the ease with which an asset can be converted into cash without losing significant value. Cash is the most liquid asset; A real estate property is less liquid because it takes time to sell.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Metas Financieras?","Son objetivos económicos definidos en el tiempo, como comprar una casa, pagar deudas o jubilarse. Deben ser claras, medibles y con un plazo específico.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Financial Goals?","They are economic goals defined over time, such as buying a house, paying off debt, or retiring. They must be clear, measurable and time-bound.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Pasivos?","Son las obligaciones financieras o deudas que una persona tiene con terceros. Incluyen préstamos, tarjetas de crédito y cualquier compromiso de pago pendiente.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finance, what is Liabilities?","They are the financial obligations or debts that a person has with third parties. They include loans, credit cards, and any outstanding payment commitments.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Patrimonio Neto?","Es la diferencia entre activos y pasivos. Se calcula restando lo que debes (pasivos) a lo que tienes (activos). Representa tu verdadera riqueza financiera.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finance, what is Net Worth?","It is the difference between assets and liabilities. It is calculated by subtracting what you owe (liabilities) from what you have (assets). It represents your true financial wealth.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Presupuesto?","Es un plan que organiza los ingresos y gastos durante un período determinado. Permite controlar el dinero, evitar endeudamiento innecesario y planificar metas.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Budget?","It is a plan that organizes income and expenses over a certain period. It allows you to control money, avoid unnecessary debt and plan goals.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Rentabilidad?","Es el rendimiento o ganancia que genera una inversión en relación con el dinero invertido. Se expresa generalmente en porcentaje.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Profitability?","It is the return or profit generated by an investment in relation to the money invested. It is generally expressed as a percentage.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Riesgo Financiero?","Es la posibilidad de perder dinero o no obtener el rendimiento esperado en una inversión o decisión financiera. A mayor rentabilidad potencial, normalmente mayor riesgo.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Financial Risk?","It is the possibility of losing money or not obtaining the expected return on an investment or financial decision. The higher the potential return, the greater the risk.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Seguros?","Son contratos mediante los cuales se paga una prima para transferir el riesgo financiero a una aseguradora en caso de eventos imprevistos como accidentes, enfermedades o daños.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finance, what is Insurance?","These are contracts through which a premium is paid to transfer financial risk to an insurer in the event of unforeseen events such as accidents, illnesses or damages.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales qué es Tolerancia al Riesgo?","Es el nivel de riesgo que una persona está dispuesta y es capaz de asumir en sus inversiones, considerando su situación financiera, edad, objetivos y personalidad. Determina qué tipo de inversiones son adecuadas para cada persona.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Risk Tolerance?","It is the level of risk that a person is willing and able to assume in their investments, considering their financial situation, age, goals and personality. Determine what type of investments are right for each person.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales que es Activos?","Los activos son todo aquello que posees y que tiene valor económico o que genera dinero a favor tuyo. Pueden ser bienes físicos (casa, auto, computadora), dinero en efectivo o en cuentas bancarias, inversiones (acciones, fondos), o derechos que te generan ingresos (propiedades en alquiler, negocios). En finanzas personales, conocer tus activos te ayuda a calcular tu riqueza real y a tomar decisiones de inversión.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finance, what is Assets?","Assets are everything you own that has economic value or that generates money in your favor. They can be physical assets (house, car, computer), cash or in bank accounts, investments (stocks, funds), or rights that generate income (rental properties, businesses). In personal finance, knowing your assets helps you calculate your real wealth and make investment decisions.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales que es Ahorro?","El ahorro es la parte de tus ingresos que decides no gastar y conservar para el futuro. Es el hábito de reservar dinero periódicamente —por ejemplo, el 10 % o el 20 % de tu sueldo— antes de cubrir gastos superfluos. Ahorrar te protege ante imprevistos, te permite alcanzar metas (vacaciones, educación, vivienda) y es la base sobre la que se construye cualquier plan financiero sólido.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finance, what is Savings?","Saving is the part of your income that you decide not to spend and keep for the future. It's the habit of setting aside money periodically—say, 10% or 20% of your paycheck—before covering superfluous expenses. Saving protects you against unforeseen events, allows you to achieve goals (vacations, education, housing) and is the foundation on which any solid financial plan is built.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales que es Apalancamiento?","El apalancamiento consiste en usar dinero prestado (deuda) para ampliar tu capacidad de inversión o compra, con la expectativa de que los beneficios obtenidos superen el costo del préstamo. Por ejemplo, pedir un crédito hipotecario para adquirir una propiedad cuyo valor se incrementará con el tiempo. El apalancamiento multiplica tanto las ganancias posibles como los riesgos: si la inversión no rinde lo esperado, la deuda sigue siendo exigible.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is leverage?","Leverage consists of using borrowed money (debt) to expand your investment or purchasing capacity, with the expectation that the profits obtained will exceed the cost of the loan. For example, asking for a mortgage loan to acquire a property whose value will increase over time. Leverage multiplies both possible gains and risks: if the investment does not yield what was expected, the debt is still payable.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales que es Costo de Oportunidad?","El costo de oportunidad es el valor de la mejor alternativa a la que renuncias cuando tomas una decisión financiera. Si decides gastar $1,000 en un viaje, el costo de oportunidad podría ser lo que habrías ganado invirtiendo ese dinero. Este concepto te recuerda que cada elección implica dejar atrás otras opciones, por lo que es importante evaluar a qué renuncias antes de decidir cómo usar tu dinero o tu tiempo.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Opportunity Cost?","Opportunity cost is the value of the best alternative you give up when you make a financial decision. If you decide to spend $1,000 on a trip, the opportunity cost could be what you would have earned by investing that money. This concept reminds you that every choice involves leaving other options behind, so it's important to evaluate what you're giving up before deciding how to use your money or time.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales que es Deuda (incluye Deuda Buena y Deuda Mala)?","La deuda es una obligación de pagar dinero que obtuviste prestado. Existen dos tipos: Deuda buena: aquella que te ayuda a crear o incrementar activos o a generar ingresos futuros (crédito hipotecario, préstamo educativo, crédito para emprender un negocio). Aunque tiene un costo, el beneficio a largo plazo suele superar ese costo. Deuda mala: aquella que financia consumo que pierde valor rápidamente sin generar retorno económico (tarjeta de crédito para gastos cotidianos, créditos de nómina para comprar artículos de lujo). Sus tasas de interés suelen ser muy altas y deterioran tu salud financiera.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context that is Debt (includes Good Debt and Bad Debt)?","Debt is an obligation to repay money you borrowed. There are two types: Good debt: that which helps you create or increase assets or generate future income (mortgage loan, educational loan, credit to start a business). Although it comes at a cost, the long-term benefit often outweighs that cost. Bad debt: that which finances consumption that loses value quickly without generating economic return (credit card for daily expenses, payroll loans to buy luxury items). Their interest rates are usually very high and deteriorate your financial health.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales que es Diversificación?","La diversificación es la estrategia de distribuir tu dinero entre distintos tipos de activos, sectores o instrumentos financieros para reducir el riesgo. Al no ""poner todos los huevos en una sola canasta"", una pérdida en un área puede ser compensada por ganancias en otra. Por ejemplo, invertir en acciones, bonos, bienes raíces y fondos indexados al mismo tiempo. A mayor diversificación, menor impacto tendrá un evento negativo sobre tu patrimonio total.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Diversification?","Diversification is the strategy of distributing your money among different types of assets, sectors or financial instruments to reduce risk. By not ""putting all your eggs in one basket,"" a loss in one area can be offset by gains in another. For example, investing in stocks, bonds, real estate, and index funds at the same time. The greater the diversification, the less impact a negative event will have on your total wealth.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales que es Educación Financiera?","La educación financiera es el conjunto de conocimientos, habilidades y actitudes que te permiten tomar decisiones informadas sobre el manejo de tu dinero: cómo ganar, ahorrar, invertir, proteger y planificar tus finanzas. Incluye entender conceptos como interés compuesto, inflación, presupuesto, riesgo e inversión. Una buena educación financiera es la herramienta más poderosa para mejorar tu calidad de vida y alcanzar la libertad financiera.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a context of personal finance, what is Financial Education?","Financial education is the set of knowledge, skills, and attitudes that allow you to make informed decisions about how to manage your money: how to earn, save, invest, protect, and plan your finances. It includes understanding concepts such as compound interest, inflation, budget, risk, and investment. A good financial education is the most powerful tool to improve your quality of life and achieve financial freedom.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales que es Flujo de Caja (Cash Flow)?","El flujo de caja (o cash flow) es el movimiento real de dinero que entra y sale de tu bolsillo en un período determinado. Se calcula restando todos tus gastos a todos tus ingresos: Flujo de caja = Ingresos − Gastos. Un flujo de caja positivo significa que ingresas más de lo que gastas, lo que te da capacidad de ahorrar e invertir. Un flujo de caja negativo indica que estás gastando más de lo que ganas, señal de alerta para revisar tu presupuesto.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is Cash Flow?","Cash flow is the actual movement of money in and out of your pocket in a given period. It is calculated by subtracting all your expenses from all your income: Cash flow = Income − Expenses. A positive cash flow means that you earn more than you spend, which gives you the ability to save and invest. A negative cash flow indicates that you are spending more than you earn, a red flag to review your budget.","en","fundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿En un contexto de finanzas personales que es Fondo de Emergencia?","El fondo de emergencia es un colchón de dinero líquido reservado exclusivamente para cubrir gastos inesperados o urgentes (pérdida de empleo, enfermedad, reparaciones del hogar, etc.) sin necesidad de endeudarte. Se recomienda que equivalga entre 3 y 6 meses de tus gastos esenciales, guardado en una cuenta de fácil acceso. Es el primer pilar de cualquier plan financiero sano, pues evita que un imprevisto destruya tu estabilidad económica.","es","fundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","In a personal finance context, what is the Emergency Fund?","The emergency fund is a cushion of liquid money reserved exclusively to cover unexpected or urgent expenses (job loss, illness, home repairs, etc.) without the need to go into debt. It is recommended that it be equal to between 3 and 6 months of your essential expenses, saved in an easily accessible account. It is the first pillar of any healthy financial plan, as it prevents an unforeseen event from destroying your financial stability.","en","fundations","basic","personal_finance"
